"PCORRES"	"Lower_Limit"	"Upper_Limit"
"1046"	317.9218893	5	100
"1047"	873.3173122	5	100
"1048"	749.9421295	5	500
"1049"	977.3636926	5	500
"1050"	940.4561469	5	500
"1051"	544.7684505	5	100
"1052"	3.372289271	5	100
"1053"	665.4795637	5	100
"1054"	383.6566294	5	100
"1055"	105.9869975	5	100
"1056"	467.155752	5	100
"1057"	362.0562442	5	100
"1058"	998.6858849	5	100
"1059"	507.7372236	5	500
"1060"	790.6028548	5	500
"1061"	520.1932317	5	100
"1062"	686.2680159	5	100
"1063"	118.4802367	5	100
"1064"	764.7741573	5	100
"1065"	562.3664831	5	500
"1066"	990.6771259	5	500
"1067"	653.3069141	5	100
"1068"	120.6642525	5	100
"1069"	342.051158	5	100
"1070"	406.8634438	5	100
"1071"	700.1118048	5	500
"1072"	521.0283936	5	100
"1073"	847.4818961	5	100
"1074"	412.8058808	5	100
"1075"	569.6494811	5	100
"1076"	545.9222962	5	500
"1077"	637.0143219	5	100
"1078"	910.2198674	5	100
"1079"	731.260143	5	100
"1080"	149.8805478	5	100
"1081"	893.4224083	5	100
"1082"	672.1509818	5	100
"1083"	742.8588121	5	500
"1084"	688.4954461	5	100
"1085"	514.8974746	5	100
"1086"	553.5375955	5	100
"1087"	848.9770897	5	500
"1088"	715.7012325	5	500
"1089"	344.8988989	5	100
"1090"	428.7306452	5	100
"1091"	641.816916	5	100
"1092"	660.0984831	5	100
"1093"	916.4651302	5	100
"1094"	399.4406042	5	100
"1095"	708.4798869	5	100
"1096"	993.2539013	5	500
"1097"	986.0239236	5	100
"1098"	740.1382995	5	100
"1099"	614.269318	5	100
"1100"	487.1857747	5	100
"1101"	842.8613522	5	100
"1102"	553.8761644	5	100
"1103"	670.2374204	5	100
"1104"	275.0025522	5	100
"1105"	897.7606837	5	100
"1106"	593.2304077	5	100
"1107"	525.8117562	5	500
"1108"	108.2870267	5	100
"1109"	635.1959792	5	100
"1110"	994.3429042	5	100
"1111"	938.7968218	5	100
"1112"	168.0759628	5	100
"1113"	764.1775876	5	100
"1114"	410.6249301	5	100
"1115"	966.0479209	5	500
"1116"	379.0760523	5	100
"1117"	635.1797917	5	100
"1118"	643.5174962	5	100
"1119"	237.9006543	5	100
"1120"	421.5684076	5	100
"1121"	544.7370894	5	100
"1122"	964.2896751	5	100
"1123"	905.0490211	5	500
"1124"	505.636963	5	500
"1125"	710.5722087	5	100
"1126"	687.2171972	5	100
"1127"	200.6048697	5	100
"1128"	219.7912113	5	100
"1129"	517.34986	5	100
"1130"	332.6353428	5	100
"1131"	736.7242962	5	100
"1132"	826.980991	5	500
"1133"	646.8552731	5	500
"1134"	151.480009	5	100
"1135"	221.5806361	5	100
"1136"	490.4363041	5	100
"1137"	529.0067166	5	100
"1138"	171.4122779	5	100
"1139"	668.3191733	5	100
"1140"	729.4807566	5	500
"1141"	791.3665459	5	500
"1142"	482.285946	5	100
"1143"	267.9119868	5	100
"1144"	951.5451543	5	100
"1145"	175.3631114	5	100
"1146"	758.0608564	5	100
"1147"	344.5985472	5	100
"1148"	812.9688279	5	100
"1149"	997.1718976	5	500
"1150"	845.4793656	5	100
"1151"	646.1705014	5	100
"1152"	688.5149243	5	500
"1153"	265.0855013	5	100
"1154"	884.8553959	5	100
"1155"	771.5550452	5	100
"1156"	182.7036878	5	100
"1157"	876.1772359	5	500
"1158"	693.9066364	5	500
"1159"	897.7606315	5	500
"1160"	537.8268427	5	100
"1161"	845.9723632	5	100
"1162"	609.6497593	5	100
"1163"	418.1991494	5	100
"1164"	358.4826264	5	100
"1165"	773.371566	5	500
"1166"	691.1742722	5	100
"1167"	477.4564536	5	100
"1168"	167.3234022	5	100
"1169"	953.4438911	5	100
"1170"	697.1864581	5	100
"1171"	691.7424536	5	500
"1172"	555.0038499	5	500
"1173"	393.7179617	5	100
"1174"	457.6061295	5	100
"1175"	727.7141213	5	100
"1176"	122.1609119	5	100
"1177"	272.5916266	5	100
"1178"	344.0697335	5	100
"1179"	670.3526511	5	500
"1180"	748.1817443	5	500
"1181"	709.5764905	5	100
"1182"	389.6542992	5	100
"1183"	840.3336599	5	100
"1184"	882.7299511	5	100
"1185"	522.7036532	5	100
"1186"	923.3158703	5	100
"1187"	587.2019963	5	500
"1188"	723.7114131	5	100
"1189"	816.719077	5	100
"1190"	651.63528	5	100
"1191"	779.213607	5	100
"1192"	119.6074091	5	100
"1193"	103.4149922	5	100
"1194"	930.2279496	5	100
"1195"	460.3096635	5	100
"1196"	746.7992568	5	100
"1197"	802.7460729	5	500
"1198"	718.3349887	5	500
"1199"	422.0454202	5	100
"1200"	906.6648566	5	100
"1201"	260.0265274	5	100
"1202"	592.5241305	5	100
"1203"	213.1329914	5	100
"1204"	815.965021	5	100
"1205"	921.8724573	5	100
"1206"	463.8011593	5	100
"1207"	738.2969013	5	100
"1208"	305.7893843	5	100
"1209"	901.8328841	5	500
"1210"	595.1746247	5	500
"1211"	185.5592263	5	100
"1212"	344.2513287	5	100
"1213"	479.7819328	5	100
"1214"	587.8673429	5	100
"1215"	114.1581848	5	100
"1216"	577.1876679	5	100
"1217"	110.4635153	5	100
"1218"	384.8892609	5	100
"1219"	890.8775412	5	100
"1220"	428.7268915	5	100
"1221"	545.3103301	5	500
"1222"	792.6571226	5	100
"1223"	172.8486657	5	100
"1224"	475.4067589	5	100
"1225"	491.8033809	5	100
"1226"	684.665461	5	100
"1227"	575.6147223	5	100
"1228"	221.116329	5	100
"1229"	282.2004194	5	100
"1230"	680.4277977	5	100
"1231"	301.2066346	5	100
"1232"	284.6300306	5	100
"1233"	731.7935688	5	100
"1234"	692.9234624	5	100
"1235"	428.676396	5	100
"1236"	602.1756474	5	100
"1237"	682.9544372	5	100
"1238"	220.7953798	5	100
"1239"	647.3895493	5	500
"1240"	703.3522962	5	100
"1241"	311.3587153	5	100
"1242"	970.959038	5	100
"1243"	667.4634409	5	500
"1244"	627.60113	5	500
"1245"	283.6058308	5	100
"1246"	612.4890743	5	100
"1247"	863.0056999	5	100
"1248"	625.0338956	5	100
"1249"	148.9128022	5	100
"1250"	303.0619102	5	100
"1251"	679.0223867	5	100
"1252"	853.9499142	5	500
"1253"	569.2691998	5	500
"1254"	227.6916905	5	100
"1255"	651.5734457	5	100
"1256"	427.8223925	5	100
"1257"	296.7343447	5	100
"1258"	489.3676788	5	100
"1259"	469.7413081	5	100
"1260"	886.1236462	5	100
"1261"	412.874144	5	100
"1262"	828.8162449	5	100
"1263"	514.8297766	5	500
"1264"	552.7985928	5	500
"1265"	956.2748294	5	100
"1266"	710.5636128	5	100
"1267"	4.132451779	5	100
"1268"	428.4489594	5	100
"1269"	117.5881398	5	100
"1270"	590.305368	5	100
"1271"	719.4135792	5	100
"1272"	224.2461896	5	100
"1273"	282.8137251	5	100
"1274"	350.3805876	5	100
"1275"	771.7536902	5	500
"1276"	246.8387995	5	100
"1277"	264.4934809	5	100
"1278"	620.7146541	5	100
"1279"	274.3062617	5	100
"1280"	286.0475629	5	100
"1281"	108.081883	5	100
"1282"	680.4162616	5	500
"1283"	749.583524	5	500
"1284"	728.9503595	5	100
"1285"	129.2443846	5	100
"1286"	186.1908683	5	100
"1287"	240.6564094	5	100
"1288"	671.6662547	5	100
"1289"	963.9443831	5	100
"1290"	826.126176	5	500
"1291"	597.5763444	5	500
"1292"	932.4385674	5	100
"1293"	859.215226	5	500
"1294"	916.8044118	5	100
"1295"	506.7300182	5	100
"1296"	706.376802	5	500
"1297"	425.9333484	5	100
"1298"	807.0281486	5	100
"1299"	307.3772686	5	100
"1300"	169.7218266	5	100
"1301"	877.742541	5	500
"1302"	898.319382	5	500
"1303"	784.74674	5	500
"1304"	104.2697741	5	100
"1305"	195.3041584	5	100
"1306"	709.903189	5	100
"1307"	561.9376634	5	100
"1308"	624.2541708	5	100
"1309"	964.1691725	5	100
"1310"	985.3666432	5	500
"1311"	648.7705412	5	500
"1312"	681.5154736	5	100
"1313"	876.108564	5	100
"1314"	440.2456601	5	100
"1315"	698.9144107	5	100
"1316"	789.9070577	5	100
"1317"	767.8091859	5	100
"1318"	229.7693103	5	100
"1319"	730.3519558	5	100
"1320"	307.6266058	5	100
"1321"	118.0326828	5	100
"1322"	732.5968187	5	500
"1323"	984.2170204	5	500
"1324"	638.4857254	5	100
"1325"	974.6872016	5	100
"1326"	772.0633281	5	100
"1327"	969.2686259	5	100
"1328"	865.3010538	5	500
"1329"	145.2497758	5	100
"1330"	126.7510291	5	100
"1331"	991.6690355	5	100
"1332"	652.314061	5	100
"1333"	403.7500804	5	100
"1334"	286.1161937	5	100
"1335"	193.4230965	5	100
"1336"	984.4309954	5	100
"1337"	122.8115603	5	100
"1338"	839.2194818	5	500
"1339"	969.556222	5	100
"1340"	636.6298116	5	100
"1341"	830.2744122	5	100
"1342"	371.46592	5	100
"1343"	986.7351304	5	500
"1344"	802.146154	5	500
"1345"	664.178565	5	100
"1346"	386.3359296	5	100
"1347"	276.6291074	5	100
"1348"	229.2970097	5	100
"1349"	890.0657799	5	100
"1350"	836.3951706	5	500
"1351"	781.3661861	5	500
"1352"	906.8598464	5	500
"1353"	100.5822375	5	100
"1354"	723.7277101	5	100
"1355"	591.2463426	5	100
"1356"	863.9456609	5	500
"1357"	4.704856377	5	500
"1358"	963.6325119	5	100
"1359"	509.6605683	5	100
"1360"	838.0925374	5	100
"1361"	954.9254309	5	100
"1362"	461.4202218	5	100
"1363"	799.7270211	5	500
"1364"	447.1870953	5	100
"1365"	2.482666546	5	100
"1366"	571.9436618	5	100
"1367"	289.9773725	5	100
"1368"	840.2224647	5	100
"1369"	601.1683551	5	100
"1370"	754.0693872	5	100
"1371"	381.3534376	5	100
"1372"	935.6498071	5	100
"1373"	488.9584712	5	100
"1374"	770.1766448	5	100
"1375"	981.5845369	5	100
"1376"	483.3773036	5	100
"1377"	986.4846743	5	100
"1378"	610.630359	5	100
"1379"	792.4948295	5	500
"1380"	938.7834619	5	500
"1381"	324.7596571	5	100
"1382"	962.7468921	5	100
"1383"	484.4319154	5	100
"1384"	186.8039871	5	100
"1385"	407.2855664	5	100
"1386"	448.1058047	5	100
"1387"	0	5	100
"1388"	235.5590868	5	100
"1389"	760.5545074	5	100
"1390"	170.0877061	5	100
